Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_OBJECT_STB_WEAK,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,symbol_tab,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,GOT_SIZE,HASH_SIZE,label,Identification_l
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 02 01 00 00 00 00 00 00 00 00 00,PowerPC,52,50484,,52,32,3,40,12,11,PROGBITS,295734.0,4.0,NOBITS,918.0,4.0,,,PROGBITS,800.0,8.0,,,,,,,,,,,,,,PROGBITS,50.0,4.0,,,,,,,,,PROGBITS,54.0,4.0,,,,,,,,,,,,,PROGBITS,A,5238.0,0.0,4.0,117.0,,,,,,,NOBITS,WA,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,11
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,78028,,52,32,3,40,10,9,PROGBITS,366992.0,16.0,NOBITS,9266.0,32.0,,,PROGBITS,264.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,87126.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,78984,,52,32,3,40,16,13,PROGBITS,360552.0,16.0,NOBITS,107497074.0,32.0,10548.0,0.0,PROGBITS,8566.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,79216.0,0.0,32.0,273.0,37209.0,73878.0,16.0,15.0,258.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,756,53,405,74,335,437,61,3,149,48,18,4,5,9,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,157264,,52,32,3,40,16,13,PROGBITS,554052.0,16.0,NOBITS,218262.0,32.0,17298.0,0.0,PROGBITS,331776.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,2232708.0,0.0,32.0,273.0,103815.0,133.0,16.0,15.0,465.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1374,98,881,197,686,804,105,3,207,90,18,4,4,10,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,33964,,52,32,9,40,28,27,PROGBITS,132898.0,16.0,NOBITS,91432.0,64.0,150.0,1.0,PROGBITS,1330.0,64.0,DYNAMIC,0.0,8.0,6.0,4.0,STRTAB,1346.0,DYNSYM,4210.0,16.0,6.0,1.0,4.0,PROGBITS,32.0,4.0,,,,GNU_HASH,50.0,4.0,5.0,4.0,PROGBITS,53.0,4.0,PROGBITS,WA,4.0,4.0,4.0,PROGBITS,25.0,PROGBITS,AX,4182.0,4.0,16.0,PROGBITS,A,8294.0,0.0,64.0,582.0,,,,,,,,,REL,REL,AI,PROGBITS,626.0,4.0,4.0,1,67,1,0,1,1,1,64,64,0,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,22,1,1,1,1,0,1,0,1,0,1,1,1,1,65,0,276,32,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,121424,,52,32,3,40,16,13,PROGBITS,554528.0,16.0,NOBITS,217110.0,32.0,17298.0,0.0,PROGBITS,99666.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,64.0,0.0,32.0,273.0,103701.0,137504.0,16.0,15.0,465.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1370,98,880,197,685,800,105,3,204,90,18,4,4,10,111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6808,,64,56,9,64,31,28,PROGBITS,1076.0,16.0,NOBITS,22.0,8.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,131.0,DYNSYM,360.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,54.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,128.0,16.0,16.0,PROGBITS,A,23.0,0.0,4.0,616.0,1552.0,5892.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,86.0,8.0,8.0,1,7,1,0,1,1,1,4,4,0,5,2,1,0,4,71,0,15,16,11,19,5,0,12,8,13,4,5,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,64,36,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,123420,,52,32,3,40,16,13,PROGBITS,468608.0,16.0,NOBITS,107497074.0,32.0,12564.0,0.0,PROGBITS,4982.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,282712.0,0.0,32.0,273.0,37653.0,74852.0,16.0,15.0,271.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,779,53,436,77,366,447,61,3,131,51,18,4,5,9,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6688,,64,56,9,64,31,28,PROGBITS,1126.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,136.0,DYNSYM,288.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,100.0,16.0,16.0,PROGBITS,A,41.0,0.0,4.0,616.0,1385.0,5682.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,72.0,8.0,8.0,1,5,0,0,1,1,1,3,3,0,3,2,0,0,4,68,0,13,16,9,16,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,56,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,37068,,52,32,3,40,10,9,PROGBITS,8320.0,16.0,NOBITS,5480.0,32.0,,,PROGBITS,264.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,8566.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,453212,,52,32,3,40,19,18,PROGBITS,3342880.0,16.0,NOBITS,34820.0,32.0,87864.0,0.0,PROGBITS,24900.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,71.0,4.0,PROGBITS,WA,22.0,4.0,4.0,,,,,,,,PROGBITS,A,607878.0,0.0,32.0,393.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,69516,,52,32,3,40,16,13,PROGBITS,332342.0,16.0,NOBITS,107497074.0,32.0,10608.0,0.0,PROGBITS,2148.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,273.0,34853.0,71318.0,16.0,15.0,261.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,731,52,409,75,340,410,60,3,118,49,18,4,5,9,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,111112,,52,32,3,40,16,13,PROGBITS,398482.0,16.0,NOBITS,107497074.0,32.0,12438.0,0.0,PROGBITS,4982.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,271714.0,0.0,32.0,273.0,37401.0,74528.0,16.0,15.0,270.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,770,53,431,77,361,439,61,3,128,51,18,4,5,9,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,156120,,52,32,8,40,37,34,NOBITS,350021.0,16.0,NOBITS,0.0,64.0,23.0,1.0,NOBITS,16960.0,64.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,1298.0,NOBITS,2344.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,132.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,36.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,2048.0,4.0,16.0,NOBITS,A,132100.0,0.0,64.0,833.0,28806.0,30784.0,16.0,36.0,205.0,4.0,,,NOBITS,NOBITS,A,NOBITS,520.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,490,0,301,162,267,280,5,0,62,53,84,4,5,75,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,84,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,92096,,52,32,8,40,37,34,NOBITS,606756.0,16.0,NOBITS,100424.0,64.0,23.0,1.0,NOBITS,16516.0,64.0,NOBITS,0.0,8.0,0.0,4.0,NOBITS,12648.0,NOBITS,14148.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,5188.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,22.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,6280.0,4.0,16.0,NOBITS,A,25137.0,0.0,16.0,833.0,74532.0,66912.0,16.0,36.0,427.0,4.0,,,NOBITS,NOBITS,A,NOBITS,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,660,4,298,374,205,224,9,0,297,282,12,4,5,3,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1444,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,539420,,52,32,5,40,28,25,PROGBITS,4294994.0,16.0,NOBITS,98418.0,32.0,4114.0,0.0,PROGBITS,10262.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,550436.0,0.0,32.0,660.0,206913.0,223528.0,16.0,27.0,907.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,2308,229,1540,864,839,1112,269,18,557,286,148,20,22,106,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6800,,64,56,9,64,31,28,PROGBITS,1400.0,16.0,NOBITS,8.0,4.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,105.0,DYNSYM,288.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,100.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1409.0,5928.0,24.0,30.0,51.0,8.0,,,,,,PROGBITS,72.0,8.0,8.0,1,5,0,0,1,1,1,3,3,0,3,2,0,0,7,72,0,16,20,9,16,5,0,12,9,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,56,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1149188,,52,32,5,40,28,25,PROGBITS,9225.0,32.0,NOBITS,210016.0,32.0,12864.0,0.0,PROGBITS,3503144.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1057830.0,0.0,32.0,660.0,1188873.0,468018.0,16.0,27.0,1206.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,4527,1425,3389,1140,1378,1670,1631,175,804,366,248,29,31,188,263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,<unknown>,52,94736,,52,32,3,40,16,13,PROGBITS,480096.0,32.0,NOBITS,152648.0,4.0,10308.0,0.0,PROGBITS,4896.0,4.0,,,,,,,,,,,,,,PROGBITS,54.0,4.0,,,,,,,,,PROGBITS,72.0,4.0,PROGBITS,WA,22.0,4.0,4.0,,,,,,,,PROGBITS,A,83972.0,0.0,4.0,263.0,35208.0,,16.0,15.0,267.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,738,58,399,85,324,405,66,3,130,50,27,4,5,18,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,14416,,52,32,8,40,37,34,NOBITS,8981.0,16.0,NOBITS,118.0,32.0,23.0,1.0,NOBITS,8.0,4.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,817.0,NOBITS,1320.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,146.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,1074.0,4.0,16.0,NOBITS,A,2120.0,0.0,32.0,833.0,4704.0,6208.0,16.0,36.0,63.0,4.0,,,NOBITS,NOBITS,A,NOBITS,278.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,115,0,40,22,33,46,6,1,22,12,12,4,5,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,92,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,119808,,52,32,3,40,16,13,PROGBITS,550020.0,16.0,NOBITS,215428.0,32.0,17268.0,0.0,PROGBITS,99218.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,65910.0,0.0,32.0,273.0,103683.0,137224.0,16.0,15.0,462.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1363,98,877,195,682,796,105,3,201,88,18,4,4,10,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6992,,64,56,9,64,31,28,PROGBITS,902.0,16.0,NOBITS,4182.0,32.0,82.0,1.0,PROGBITS,648.0,32.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,86.0,DYNSYM,114.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,50.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1345.0,5892.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,50.0,8.0,8.0,1,3,0,0,1,1,1,1,1,0,1,2,0,0,4,71,0,11,16,7,19,5,0,16,8,13,4,5,4,8,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,40,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,97440,,52,32,3,40,16,13,PROGBITS,332594.0,16.0,NOBITS,107497074.0,32.0,12324.0,0.0,PROGBITS,16736.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,222982.0,0.0,32.0,273.0,36887.0,72068.0,16.0,15.0,266.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,749,52,415,77,346,423,60,3,127,51,18,4,5,9,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,42032,,52,32,3,40,10,9,PROGBITS,234896.0,16.0,NOBITS,5128.0,32.0,,,PROGBITS,264.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,7.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,71368,,52,32,8,40,37,34,NOBITS,413808.0,16.0,NOBITS,79926.0,32.0,23.0,1.0,NOBITS,10614.0,32.0,NOBITS,0.0,8.0,0.0,4.0,NOBITS,9320.0,NOBITS,10116.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,2432.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,18.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,4932.0,4.0,16.0,NOBITS,A,13202.0,0.0,16.0,833.0,38177.0,33042.0,16.0,36.0,334.0,4.0,,,NOBITS,NOBITS,A,NOBITS,836.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,507,3,219,284,149,165,8,0,226,214,12,4,5,3,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,980,M,0
